Sl.no,ObservationDate,District,State/Region,Last update,Confirmed,Recovered,Deaths
886,21/4/2020,Nagerkoil,Tamil Nadu,21/4/2020 10:48,12,0,0
887,21/4/2020,Namakkal,Tamil Nadu,21/4/2020 10:49,25,0,0
888,21/4/2020,Perambalur,Tamil Nadu,21/4/2020 10:50,2,0,0
889,24/4/2020,Pudukottai,Tamil Nadu,24/4/2020 10:45,0,0,0
890,24/4/2020,Ramanathapuram,Tamil Nadu,24/4/2020 10:46,0,0,0
891,24/4/2020,Sivagangai,Tamil Nadu,24/4/2020 10:47,0,0,0
892,24/4/2020,Ranipet,Tamil Nadu,24/4/2020 10:48,5,0,0
893,17/4/2020,Salem,Tamil Nadu,17/4/2020 10:45,12,0,0
894,17/4/2020,Thanjavur,Tamil Nadu,16/4/2020 10:45,0,0,0
895,17/4/2020,Tenkasi,Tamil Nadu,16/4/2020 10:46,0,0,0
896,17/4/2020,Theni,Tamil Nadu,16/4/2020 10:47,0,0,0
897,15/4/2020,Tiruvannamalai,Tamil Nadu,15/4/2020 10:45,0,0,0
898,15/4/2020,Thiruvallur,Tamil Nadu,15/4/2020 10:46,0,0,0
899,15/4/2020,Thiruvarur,Tamil Nadu,15/4/2020 10:47,0,0,0
900,14/4/2020,Thoothukudi,Tamil Nadu,14/4/2020 10:45,0,0,0
901,14/4/2020,Tirunelveli,Tamil Nadu,14/4/2020 10:46,0,0,0
902,14/4/2020,Tirupattur,Tamil Nadu,14/4/2020 10:47,0,0,0
903,14/4/2020,Tiruppur,Tamil Nadu,14/4/2020 10:48,2,0,0
904,14/4/2020,Tiruchirapalli,Tamil Nadu,14/4/2020 10:49,1,0,0
905,30/3/2020,Vellore,Tamil Nadu,30/3/2020 10:45,2,0,0
906,29/3/2020,Villupuram,Tamil Nadu,29/3/2020 10:45,2,0,0
907,24/3/2020,Virudhunagar,Tamil Nadu,24/3/2020 10:45,2,0,0
908,19/3/2020,Udagamandalam,Tamil Nadu,19/3/2020 10:45,1,0,0
909,26/4/2020,Ariyalur,Tamil Nadu,26/4/2020 10:45,0,2,0
910,26/4/2020,Chengalpattu,Tamil Nadu,26/4/2020 10:45,5,1,0
911,25/4/2020,Cuddalore,Tamil Nadu,25/4/2020 10:45,2,0,0
912,24/4/2020,Dindigul,Tamil Nadu,24/4/2020 10:45,7,0,0
913,26/4/2020,Chennai,Tamil Nadu,26/4/2020 10:45,15,0,0
914,24/4/2020,Coimbatore,Tamil Nadu,24/4/2020 10:45,15,0,0
915,26/4/2020,Dindugal,Tamil Nadu,26/4/2020 10:45,23,0,0
916,25/4/2020,Erode,Tamil Nadu,25/4/2020 10:45,12,0,0
917,25/4/2020,Kancheepuram,Tamil Nadu,25/4/2020 10:45,3,0,0
918,22/4/2020,Kalllakurichi,Tamil Nadu,22/4/2020 10:45,0,0,0
919,24/4/2020,Kanyakumari,Tamil Nadu,24/4/2020 10:45,2,0,0
920,22/4/2020,Karur,Tamil Nadu,22/4/2020 10:45,15,0,0
921,22/4/2020,Madurai,Tamil Nadu,22/4/2020 10:45,25,0,0
922,22/4/2020,Nagapattinam,Tamil Nadu,22/4/2020 10:45,24,0,0
923,22/4/2020,Nagerkoil,Tamil Nadu,22/4/2020 10:45,12,0,0
924,22/4/2020,Namakkal,Tamil Nadu,22/4/2020 10:45,26,0,0
925,22/4/2020,Perambalur,Tamil Nadu,22/4/2020 10:45,2,0,0
926,25/4/2020,Pudukottai,Tamil Nadu,25/4/2020 10:45,0,0,0
927,25/4/2020,Ramanathapuram,Tamil Nadu,25/4/2020 10:45,0,0,0
928,25/4/2020,Sivagangai,Tamil Nadu,25/4/2020 10:45,0,0,0
929,25/4/2020,Ranipet,Tamil Nadu,25/4/2020 10:45,6,0,0
930,18/4/2020,Salem,Tamil Nadu,18/4/2020 10:45,13,0,0
931,18/4/2020,Thanjavur,Tamil Nadu,18/4/2020 10:45,5,0,0
932,18/4/2020,Tenkasi,Tamil Nadu,18/4/2020 10:45,10,0,0
933,18/4/2020,Theni,Tamil Nadu,18/4/2020 10:45,8,0,0
934,16/4/2020,Tiruvannamalai,Tamil Nadu,16/4/2020 10:45,0,0,0
935,16/4/2020,Thiruvallur,Tamil Nadu,16/4/2020 10:45,8,0,0
936,16/4/2020,Thiruvarur,Tamil Nadu,16/4/2020 10:45,7,0,0
937,15/4/2020,Thoothukudi,Tamil Nadu,15/4/2020 10:45,7,0,0
938,15/4/2020,Tirunelveli,Tamil Nadu,15/4/2020 10:45,5,0,0
939,15/4/2020,Tirupattur,Tamil Nadu,15/4/2020 10:45,6,0,0
940,15/4/2020,Tiruppur,Tamil Nadu,15/4/2020 10:45,9,0,0
941,15/4/2020,Tiruchirapalli,Tamil Nadu,15/4/2020 10:45,8,0,0
942,31/3/2020,Vellore,Tamil Nadu,31/3/2020 10:45,4,0,0
943,30/3/2020,Villupuram,Tamil Nadu,30/3/2020 10:45,3,0,0
944,25/3/2020,Virudhunagar,Tamil Nadu,25/3/2020 10:45,3,0,0
945,20/3/2020,Udagamandalam,Tamil Nadu,20/3/2020 10:45,2,0,0
946,27/4/2020,Ariyalur,Tamil Nadu,27/4/2020 10:45,0,2,0
947,27/4/2020,Chengalpattu,Tamil Nadu,27/4/2020 10:45,10,5,0
948,26/4/2020,Cuddalore,Tamil Nadu,26/4/2020 10:45,6,0,0
949,25/4/2020,Dindigul,Tamil Nadu,25/4/2020 10:45,9,0,0
950,27/4/2020,Chennai,Tamil Nadu,27/4/2020 10:45,23,0,0
951,25/4/2020,Coimbatore,Tamil Nadu,25/4/2020 10:45,16,0,0
952,27/4/2020,Dindugal,Tamil Nadu,27/4/2020 10:45,25,0,0
953,26/4/2020,Erode,Tamil Nadu,26/4/2020 10:45,15,0,0
954,26/4/2020,Kancheepuram,Tamil Nadu,26/4/2020 10:45,3,0,0
955,23/4/2020,Kalllakurichi,Tamil Nadu,23/4/2020 10:45,0,0,0
956,25/4/2020,Kanyakumari,Tamil Nadu,25/4/2020 10:45,2,0,0
957,23/4/2020,Karur,Tamil Nadu,23/4/2020 10:45,16,0,0
958,23/4/2020,Madurai,Tamil Nadu,23/4/2020 10:45,26,0,0
959,23/4/2020,Nagapattinam,Tamil Nadu,23/4/2020 10:45,25,0,0
960,23/4/2020,Nagerkoil,Tamil Nadu,23/4/2020 10:45,12,0,0
961,23/4/2020,Namakkal,Tamil Nadu,23/4/2020 10:45,27,0,0
962,23/4/2020,Perambalur,Tamil Nadu,23/4/2020 10:45,2,0,0
963,26/4/2020,Pudukottai,Tamil Nadu,26/4/2020 10:45,0,0,0
964,26/4/2020,Ramanathapuram,Tamil Nadu,26/4/2020 10:45,0,0,0
965,26/4/2020,Sivagangai,Tamil Nadu,26/4/2020 10:45,0,0,0
966,26/4/2020,Ranipet,Tamil Nadu,26/4/2020 10:45,7,0,0
967,19/4/2020,Salem,Tamil Nadu,19/4/2020 10:45,14,0,0
968,19/4/2020,Thanjavur,Tamil Nadu,19/4/2020 10:45,6,0,0
969,19/4/2020,Tenkasi,Tamil Nadu,19/4/2020 10:45,15,0,0
970,19/4/2020,Theni,Tamil Nadu,19/4/2020 10:45,9,0,0
971,17/4/2020,Tiruvannamalai,Tamil Nadu,17/4/2020 10:45,0,0,0
972,17/4/2020,Thiruvallur,Tamil Nadu,17/4/2020 10:45,9,0,0
973,17/4/2020,Thiruvarur,Tamil Nadu,17/4/2020 10:45,8,0,0
974,16/4/2020,Thoothukudi,Tamil Nadu,16/4/2020 10:45,8,0,0
975,16/4/2020,Tirunelveli,Tamil Nadu,16/4/2020 10:45,9,0,0
976,16/4/2020,Tirupattur,Tamil Nadu,16/4/20202 10:45,7,0,0
977,16/4/2020,Tiruppur,Tamil Nadu,16/4/2020 10:45,15,0,0
978,16/4/2020,Tiruchirapalli,Tamil Nadu,16/4/2020 10:45,9,0,0
979,1/4/2020,Vellore,Tamil Nadu,1/4/2020 10:45,5,0,0
980,31/3/2020,Villupuram,Tamil Nadu,31/3/2020 10:45,6,0,0
981,26/3/2020,Virudhunagar,Tamil Nadu,26/3/2020 10:45,5,0,0
982,21/3/2020,Udagamandalam,Tamil Nadu,21/3/2020 10:45,2,0,0
983,28/4/2020,Ariyalur,Tamil Nadu,28/4/2020 10:45,0,2,0
984,28/4/2020,Chengalpattu,Tamil Nadu,28/4/2020 10:45,20,10,0
985,27/4/2020,Cuddalore,Tamil Nadu,27/4/2020 10:45,7,2,0
986,26/4/2020,Dindigul,Tamil Nadu,26/4/2020 10:45,20,5,0
987,28/4/2020,Chennai,Tamil Nadu,28/4/2020 10:45,36,6,0
988,26/4/2020,Coimbatore,Tamil Nadu,26/4/2020 10:45,35,5,0
989,28/4/2020,Dindugal,Tamil Nadu,28/4/2020 10:45,26,3,0
990,27/4/2020,Erode,Tamil Nadu,27/4/2020 10:45,30,3,0
991,27/4/2020,Kancheepuram,Tamil Nadu,27/4/2020 10:45,5,2,0
992,24/4/2020,Kalllakurichi,Tamil Nadu,24/4/2020 10:45,0,0,0
993,26/4/2020,Kanyakumari,Tamil Nadu,26/4/2020 10:45,2,0,0
994,24/4/2020,Karur,Tamil Nadu,24/4/2020 10:45,20,2,0
995,24/4/2020,Madurai,Tamil Nadu,24/4/2020 10:45,27,1,0
996,24/4/2020,Nagapattinam,Tamil Nadu,24/4/2020 10:45,26,1,0
997,24/4/2020,Nagerkoil,Tamil Nadu,24/4/2020 10:45,12,1,0
998,24/4/2020,Namakkal,Tamil Nadu,24/4/2020 10:45,28,5,0
999,24/4/2020,Perambalur,Tamil Nadu,24/4/2020 10:45,2,0,0
1000,27/4/2020,Pudukottai,Tamil Nadu,27/4/2020 10:45,0,0,0
1001,27/4/2020,Ramanathapuram,Tamil Nadu,27/4/2020 10:45,8,2,0
1002,27/4/2020,Sivagangai,Tamil Nadu,27/4/2020 10:45,0,1,0
1003,27/4/2020,Ranipet,Tamil Nadu,27/4/2020 10:45,8,3,0
1004,20/4/2020,Salem,Tamil Nadu,20/4/2020 10:45,15,2,0
1005,20/4/2020,Thanjavur,Tamil Nadu,20/4/2020 10:45,9,5,0
1006,20/4/2020,Tenkasi,Tamil Nadu,20/4/2020 10:45,16,6,0
1007,20/4/2020,Theni,Tamil Nadu,20/4/2020 10:45,12,5,0
1008,18/4/2020,Tiruvannamalai,Tamil Nadu,18/4/2020 10:45,0,2,0
1009,18/4/2020,Thiruvallur,Tamil Nadu,18/4/2020 10:45,12,1,0
1010,18/4/2020,Thiruvarur,Tamil Nadu,18/4/2020 10:45,9,3,0
1011,17/4/2020,Thoothukudi,Tamil Nadu,17/4/2020 10:45,9,5,0
1012,17/4/2020,Tirunelveli,Tamil Nadu,17/4/2020 10:45,7,3,0
1013,17/4/2020,Tirupattur,Tamil Nadu,17/4/2020 10:45,9,4,0
1014,17/4/2020,Tiruppur,Tamil Nadu,17/4/2020 10:45,20,2,0
1015,17/4/2020,Tiruchirapalli,Tamil Nadu,17/4/2020 10:45,10,4,0
1016,2/4/2020,Vellore,Tamil Nadu,2/4/2020 10:45,6,2,0
1017,1/4/2020,Villupuram,Tamil Nadu,1/4/2020 10:45,7,4,0
1018,27/3/2020,Virudhunagar,Tamil Nadu,27/3/2020 10:45,6,3,0
1019,22/3/2020,Udagamandalam,Tamil Nadu,22/3/2020 10:45,2,2,0
1020,29/4/2020,Ariyalur,Tamil Nadu,29/4/2020 10:45,1,2,0
1021,29/4/2020,Chengalpattu,Tamil Nadu,29/4/2020 10:45,30,11,0
1022,28/4/2020,Cuddalore,Tamil Nadu,28/4/2020 10:45,9,5,0
1023,27/4/2020,Dindigul,Tamil Nadu,27/4/2020 10:45,21,10,0
1024,29/4/2020,Chennai,Tamil Nadu,29/4/2020 10:45,59,20,0
1025,27/4/2020,Coimbatore,Tamil Nadu,27/4/2020 10:45,55,15,0
1026,29/4/2020,Dindugal,Tamil Nadu,29/4/2020 10:45,35,10,0
1027,28/4/2020,Erode,Tamil Nadu,28/4/2020 10:45,34,9,0
1028,28/4/2020,Kancheepuram,Tamil Nadu,28/4/2020 10:45,6,2,0
1029,25/4/2020,Kalllakurichi,Tamil Nadu,25/4/2020 10:45,0,0,0
1030,27/4/2020,Kanyakumari,Tamil Nadu,27/4/2020 10:45,2,0,0
1031,25/4/2020,Karur,Tamil Nadu,25/4/2020 10:45,21,9,0
1032,25/4/2020,Madurai,Tamil Nadu,25/4/2020 10:45,28,9,0
1033,25/4/2020,Nagapattinam,Tamil Nadu,25/4/2020 10:45,28,9,0
1034,25/4/2020,Nagerkoil,Tamil Nadu,25/4/2020 10:45,14,3,0
1035,25/4/2020,Namakkal,Tamil Nadu,25/4/2020 10:45,29,9,0
1036,25/4/2020,Perambalur,Tamil Nadu,25/4/2020 10:45,2,0,0
1037,28/4/2020,Pudukottai,Tamil Nadu,28/4/2020 10:45,0,0,0
1038,28/4/2020,Ramanathapuram,Tamil Nadu,28/4/2020 10:45,8,2,0
1039,28/4/2020,Sivagangai,Tamil Nadu,28/4/2020 10:45.,0,2,0
1040,28/4/2020,Ranipet,Tamil Nadu,28/4/2020 10:45,9,5,5
1041,21/4/2020,Salem,Tamil Nadu,21/4/20202 10:45,16,6,0
1042,21/4/2020,Thanjavur,Tamil Nadu,21/4/2020 10:45,10,6,0
1043,21/4/2020,Tenkasi,Tamil Nadu,21/4/2020 10:45,21,9,0
1044,21/4/2020,Theni,Tamil Nadu,21/4/2020 10:45,15,9,0
1045,19/4/2020,Tiruvannamalai,Tamil Nadu,19/4/2020 10:45,6,3,0
1046,19/4/2020,Thiruvallur,Tamil Nadu,19/4/2020 10:45,15,9,0
1047,19/4/2020,Thiruvarur,Tamil Nadu,19/4/2020 10:45,10,6,0
1048,18/4/2020,Thoothukudi,Tamil Nadu,18/4/2020 10:45,10,8,0
1049,18/4/2020,Tirunelveli,Tamil Nadu,18/4/2020 10:45,15,9,0
1050,18/4/2020,Tirupattur,Tamil Nadu,18/4/2020 10:45,10,3,0
1051,18/4/2020,Tiruppur,Tamil Nadu,18/4/2020 10:45,24,10,0
1052,18/4/2020,Tiruchirapalli,Tamil Nadu,18/4/2020 10:45,15,10,0
1053,3/4/2020,Vellore,Tamil Nadu,3/4/2020 10:45,7,2,0
1054,2/4/2020,Villupuram,Tamil Nadu,2/4/2020 10:45,8,6,0
1055,28/3/2020,Virudhunagar,Tamil Nadu,28/3/2020 10:45,8,6,0
1056,23/3/2020,Udagamandalam,Tamil Nadu,23/3/2020 10:45,5,3,0
1057,30/4/2020,Ariyalur,Tamil Nadu,30/4/2020 10:45,1,2,0
1058,30/4/2020,Chengalpattu,Tamil Nadu,30/4/2020 10:45,32,16,0
1059,29/4/2020,Cuddalore,Tamil Nadu,29/4/2020 10:45,20,8,0
1060,28/4/2020,Dindigul,Tamil Nadu,28/4/2020 10:45,25,19,0
1061,30/4/2020,Chennai,Tamil Nadu,30/4/2020 10:45,75,25,1
1062,28/4/2020,Coimbatore,Tamil Nadu,28/4/2020 10:45,57,20,1
1063,30/4/2020,Dindugal,Tamil Nadu,30/4/2020 10:45,36,15,0
1064,29/4/2020,Erode,Tamil Nadu,29/4/2020 10:45,35,10,0
1065,29/4/2020,Kancheepuram,Tamil Nadu,29/4/2020 10:45,6,2,0
1066,26/4/2020,Kalllakurichi,Tamil Nadu,26/4/2020 10:45,1,0,0
1067,28/4/2020,Kanyakumari,Tamil Nadu,28/4/2020 10:45,2,0,0
1068,26/4/2020,Karur,Tamil Nadu,26/4/2020 10:45,24,10,0
1069,26/4/2020,Madurai,Tamil Nadu,26/4/2020 10:45,29,10,0
1070,26/4/2020,Nagapattinam,Tamil Nadu,26/4/2020 10:45,30,10,0
1071,26/4/2020,Nagerkoil,Tamil Nadu,26/4/2020 10:45,14,5,0
1072,26/4/2020,Namakkal,Tamil Nadu,26/4/2020 10:45,30,15,0
1073,26/4/2020,Perambalur,Tamil Nadu,26/4/2020 10:45,3,0,0
1074,29/4/2020,Pudukottai,Tamil Nadu,29/4/2020 10:45,0,0,0
1075,29/4/2020,Ramanathapuram,Tamil Nadu,29/4/2020 10:45,9,2,0
1076,29/4/2020,Sivagangai,Tamil Nadu,29/4/2020 10:45,4,2,0
1077,29/4/2020,Ranipet,Tamil Nadu,29/4/2020 10:45,15,7,0
1078,22/4/2020,Salem,Tamil Nadu,22/4/2020 10:45,17,7,0
1079,22/4/2020,Thanjavur,Tamil Nadu,22/4/2020 10:45,20,7,0
1080,22/4/2020,Tenkasi,Tamil Nadu,22/4/2020 10:45,25,11,0
1081,22/4/2020,Theni,Tamil Nadu,22/4/2020 10:45,16,15,0
1082,20/4/2020,Tiruvannamalai,Tamil Nadu,20/4/2020 10:45,6,4,0
1083,20/4/2020,Thiruvallur,Tamil Nadu,20/4/2020 10:45,16,15,0
1084,20/4/2020,Thiruvarur,Tamil Nadu,20/4/2020 10:45,15,11,0
1085,19/4/2020,Thoothukudi,Tamil Nadu,19/4/2020 10:45,15,11,0
1086,19/4/2020,Tirunelveli,Tamil Nadu,19/4/2020 10:45,19,15,0
1087,19/4/2020,Tirupattur,Tamil Nadu,19/4/2020 10:45,11,4,0
1088,19/4/2020,Tiruppur,Tamil Nadu,19/4/2020 10:45,26,25,0
1089,19/4/2020,Tiruchirapalli,Tamil Nadu,19/4/2020 10:45,24,15,0
1090,4/4/2020,Vellore,Tamil Nadu,4/4/2020 10:45,8,5,0
1091,3/4/2020,Villupuram,Tamil Nadu,3/4/2020 10:45,9,9,0
1092,29/3/2020,Virudhunagar,Tamil Nadu,29/3/2020 10:45,9,7,0
1093,24/3/2020,Udagamandalam,Tamil Nadu,24/3/2020 10:45,5,4,0
1094,1/5/2020,Ariyalur,Tamil Nadu,1/5/2020 10:45,1,2,0
1095,1/5/2020,Chengalpattu,Tamil Nadu,1/5/2020 10:45,33,20,0
1096,30/4/2020,Cuddalore,Tamil Nadu,30/4/2020 10:45,21,9,0
1097,29/4/2020,Dindigul,Tamil Nadu,29/4/2020 10:45,35,19,0
1098,1/5/2020,Chennai,Tamil Nadu,1/5/2020 10:45,78,26,2
1099,29/4/2020,Coimbatore,Tamil Nadu,29/4/2020 10:45,60,25,1
1100,1/5/2020,Dindugal,Tamil Nadu,1/5/2020 10:45,37,16,0
1101,30/4/2020,Erode,Tamil Nadu,30/4/2020 10:45,39,15,0
1102,30/4/2020,Kancheepuram,Tamil Nadu,30/4/2020 10:45,6,2,0
1103,27/4/2020,Kalllakurichi,Tamil Nadu,27/4/2020 10:45,1,0,0
1104,29/4/2020,Kanyakumari,Tamil Nadu,29/4/2020 10:45,3,0,0
1105,27/4/2020,Karur,Tamil Nadu,27/4/2020 10:45,25,14,0
1106,27/4/2020,Madurai,Tamil Nadu,27/4/2020 10:45,35,15,0
1107,27/4/2020,Nagapattinam,Tamil Nadu,27/4/2020 10:45,35,15,0
1108,27/4/2020,Nagerkoil,Tamil Nadu,27/4/2020 10:45,15,5,0
1109,27/4/2020,Namakkal,Tamil Nadu,27/4/2020 10:45,36,16,0
1110,27/4/2020,Perambalur,Tamil Nadu,27/4/2020 10:45,3,0,0
1111,30/4/2020,Pudukottai,Tamil Nadu,30/4/2020 10:45,0,0,0
1112,30/4/2020,Ramanathapuram,Tamil Nadu,30/4/2020 10:45,9,2,0
1113,30/4/2020,Sivagangai,Tamil Nadu,30/4/2020 10:45,5,2,0
1114,30/4/2020,Ranipet,Tamil Nadu,30/4/2020 10:45,17,9,0
1115,23/4/2020,Salem,Tamil Nadu,23/4/2020 10:45,18,8,0
1116,23/4/2020,Thanjavur,Tamil Nadu,23/4/2020 10:45,25,9,0
1117,23/4/2020,Tenkasi,Tamil Nadu,23/4/2020 10:45,25,11,0
1118,23/4/2020,Theni,Tamil Nadu,23/4/2020 10:45,17,16,0
1119,21/4/2020,Tiruvannamalai,Tamil Nadu,21/4/2020 10:45,6,4,0
1120,21/4/2020,Thiruvallur,Tamil Nadu,21/4/2020 10:45,17,16,0
1121,21/4/2020,Thiruvarur,Tamil Nadu,21/4/2020 10:45,16,11,0
1122,20/4/2020,Thoothukudi,Tamil Nadu,20/4/2020 10:45,16,11,0
1123,20/4/2020,Tirunelveli,Tamil Nadu,20/4/2020 10:45,20,16,0
1124,20/4/2020,Tirupattur,Tamil Nadu,20/4/2020 10:45,12,5,0
1125,20/4/2020,Tiruppur,Tamil Nadu,20/4/2020 10:45,30,27,0
1126,20/4/2020,Tiruchirapalli,Tamil Nadu,20/4/2020 10:45,28,17,0
1127,5/4/2020,Vellore,Tamil Nadu,5/4/2020 10:45,15,6,0
1128,4/4/2020,Villupuram,Tamil Nadu,4/4/2020 10:45,10,11,0
1129,30/3/2020,Virudhunagar,Tamil Nadu,30/3/2020 10:45,9,8,0
1130,25/3/2020,Udagamandalam,Tamil Nadu,25/3/2020 10:45,6,4,0
1131,2/5/2020,Ariyalur,Tamil Nadu,2/5/2020 10:45,1,2,0
1132,2/5/2020,Chengalpattu,Tamil Nadu,2/5/2020 10:45,35,20,0
1133,1/5/2020,Cuddalore,Tamil Nadu,1/5/2020 10:45,22,9,0
1134,30/4/2020,Dindigul,Tamil Nadu,30/4/2020 10:45,36,21,0
1135,2/5/2020,Chennai,Tamil Nadu,2/5/2020 10:45,100,27,3
1136,30/4/2020,Coimbatore,Tamil Nadu,30/4/2020 10:45,68,27,1
1137,2/5/2020,Dindugal,Tamil Nadu,2/5/2020 10:45,38,17,0
1138,1/5/2020,Erode,Tamil Nadu,1/5/2020 10:45,40,16,0
1139,1/5/2020,Kancheepuram,Tamil Nadu,1/5/2020 10:45,6,2,0
1140,28/4/2020,Kalllakurichi,Tamil Nadu,28/4/2020 10:45,1,0,0
1141,30/4/2020,Kanyakumari,Tamil Nadu,30/4/2020 10:45,3,0,0
1142,28/4/2020,Karur,Tamil Nadu,28/4/2020 10:45,30,14,0
1143,28/4/2020,Madurai,Tamil Nadu,28/4/2020 10:45,36,16,0
1144,28/4/2020,Nagapattinam,Tamil Nadu,28/4/2020 10:45,36,16,0
1145,28/4/2020,Nagerkoil,Tamil Nadu,28/4/2020 10:45,15,5,0
1146,28/4/2020,Namakkal,Tamil Nadu,28/4/2020 10:45,37,16,0
1147,28/4/2020,Perambalur,Tamil Nadu,28/4/2020 10:45,3,0,0
1148,1/5/2020,Pudukottai,Tamil Nadu,1/5/2020 10:45,0,0,0
1149,1/5/2020,Ramanathapuram,Tamil Nadu,1/5/2020 10:45,9,2,0
1150,1/5/2020,Sivagangai,Tamil Nadu,1/5/2020 10:45,6,2,0
1151,1/5/2020,Ranipet,Tamil Nadu,1/5/2020 10:45,18,9,0
1152,24/4/2020,Salem,Tamil Nadu,24/4/2020 10:45,18,8,0
1153,24/4/2020,Thanjavur,Tamil Nadu,24/4/2020 10:45,26,11,0
1154,24/4/2020,Tenkasi,Tamil Nadu,24/4/2020 10:45,25,11,0
1155,24/4/2020,Theni,Tamil Nadu,24/4/2020 10:45,20,17,0
1156,22/4/2020,Tiruvannamalai,Tamil Nadu,22/4/2020 10:45,8,4,0
1157,22/4/2020,Thiruvallur,Tamil Nadu,22/4/2020 10:45,20,16,0
1158,22/4/2020,Thiruvarur,Tamil Nadu,22/4/2020 10:45,17,11,0
1159,21/4/2020,Thoothukudi,Tamil Nadu,21/4/2020 10:45,17,11,0
1160,21/4/2020,Tirunelveli,Tamil Nadu,21/4/2020 10:45,24,17,0
1161,21/4/2020,Tirupattur,Tamil Nadu,21/4/2020 10:45,15,5,0
1162,21/4/2020,Tiruppur,Tamil Nadu,21/4/2020 10:45,50,28,0
1163,21/4/2020,Tiruchirapalli,Tamil Nadu,21/4/2020 10:45,29,18,0
1164,6/4/2020,Vellore,Tamil Nadu,6/4/2020 10:45,16,6,0
1165,5/4/2020,Villupuram,Tamil Nadu,5/4/2020 10:45,12,12,0
1166,31/3/2020,Virudhunagar,Tamil Nadu,31/3/2020 10:45,9,8,0
1167,26/3/2020,Udagamandalam,Tamil Nadu,26/3/2020 10:45,7,4,0
1168,3/5/2020,Ariyalur,Tamil Nadu,3/5/2020 10:45,2,2,0
1169,3/5/2020,Chengalpattu,Tamil Nadu,3/5/2020 10:45,35,21,0
1170,2/5/2020,Cuddalore,Tamil Nadu,2/5/2020 10:45,23,10,0
1171,1/5/2020,Dindigul,Tamil Nadu,1/5/2020 10:45,41,25,0
1172,3/5/2020,Chennai,Tamil Nadu,3/5/2020 10:45,132,30,3
1173,1/5/2020,Coimbatore,Tamil Nadu,1/5/2020 10:45,75,28,2
1174,3/5/2020,Dindugal,Tamil Nadu,3/5/2020 10:45,39,18,0
